GeoName,LineCode,Description,Unit,Year,Value
"Bulloch, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,2625789
"Bulloch, GA",2,Population (persons) 1/,Number of persons,2019,80204
"Bulloch, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,32739
"Burke, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,863859
"Burke, GA",2,Population (persons) 1/,Number of persons,2019,24260
"Burke, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,35608
"Butts, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,884603
"Butts, GA",2,Population (persons) 1/,Number of persons,2019,25022
"Butts, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,35353
"Calhoun, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,163031
"Calhoun, GA",2,Population (persons) 1/,Number of persons,2019,5580
"Calhoun, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,29217
"Camden, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,2001594
"Camden, GA",2,Population (persons) 1/,Number of persons,2019,54363
"Camden, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,36819
"Candler, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,367951
"Candler, GA",2,Population (persons) 1/,Number of persons,2019,10850
"Candler, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,33913
"Carroll, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,4805308
"Carroll, GA",2,Population (persons) 1/,Number of persons,2019,118191
"Carroll, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,40657
"Catoosa, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,2434833
"Catoosa, GA",2,Population (persons) 1/,Number of persons,2019,67573
"Catoosa, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,36033
"Charlton, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,331894
"Charlton, GA",2,Population (persons) 1/,Number of persons,2019,12473
"Charlton, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,26609
"Chatham, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,13885038
"Chatham, GA",2,Population (persons) 1/,Number of persons,2019,295128
"Chatham, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,47048
"Chattahoochee, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,317284
"Chattahoochee, GA",2,Population (persons) 1/,Number of persons,2019,9982
"Chattahoochee, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,31786
"Chattooga, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,774374
"Chattooga, GA",2,Population (persons) 1/,Number of persons,2019,24918
"Chattooga, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,31077
"Cherokee, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,14033161
"Cherokee, GA",2,Population (persons) 1/,Number of persons,2019,261941
"Cherokee, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,53574
"Clarke, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,4493377
"Clarke, GA",2,Population (persons) 1/,Number of persons,2019,128878
"Clarke, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,34865
"Clay, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,96074
"Clay, GA",2,Population (persons) 1/,Number of persons,2019,2873
"Clay, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,33440
"Clayton, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,8330402
"Clayton, GA",2,Population (persons) 1/,Number of persons,2019,296729
"Clayton, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,28074
"Clinch, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,256115
"Clinch, GA",2,Population (persons) 1/,Number of persons,2019,6766
"Clinch, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,37853
"Cobb, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,45578925
"Cobb, GA",2,Population (persons) 1/,Number of persons,2019,764067
"Cobb, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,59653
"Coffee, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1410405
"Coffee, GA",2,Population (persons) 1/,Number of persons,2019,43127
"Coffee, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,32704
"Colquitt, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1544342
"Colquitt, GA",2,Population (persons) 1/,Number of persons,2019,45865
"Colquitt, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,33671
"Columbia, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,8078089
"Columbia, GA",2,Population (persons) 1/,Number of persons,2019,153954
"Columbia, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,52471
"Cook, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,573396
"Cook, GA",2,Population (persons) 1/,Number of persons,2019,17190
"Cook, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,33356
"Coweta, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,7280419
"Coweta, GA",2,Population (persons) 1/,Number of persons,2019,144785
"Coweta, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,50284
"Crawford, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,423568
"Crawford, GA",2,Population (persons) 1/,Number of persons,2019,12227
"Crawford, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,34642
"Crisp, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,763688
"Crisp, GA",2,Population (persons) 1/,Number of persons,2019,20550
"Crisp, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,37162
"Dade, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,569943
"Dade, GA",2,Population (persons) 1/,Number of persons,2019,16255
"Dade, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,35063
"Dawson, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1261513
"Dawson, GA",2,Population (persons) 1/,Number of persons,2019,26036
"Dawson, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,48453
"Decatur, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,988065
"Decatur, GA",2,Population (persons) 1/,Number of persons,2019,29089
"Decatur, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,33967
"DeKalb, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,40080226
"DeKalb, GA",2,Population (persons) 1/,Number of persons,2019,761639
"DeKalb, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,52624
"Dodge, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,641112
"Dodge, GA",2,Population (persons) 1/,Number of persons,2019,20123
"Dodge, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,31860
"Dooly, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,437179
"Dooly, GA",2,Population (persons) 1/,Number of persons,2019,11521
"Dooly, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,37946
"Dougherty, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,3157829
"Dougherty, GA",2,Population (persons) 1/,Number of persons,2019,86843
"Dougherty, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,36363
"Douglas, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,5339241
"Douglas, GA",2,Population (persons) 1/,Number of persons,2019,143567
"Douglas, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,37190
"Early, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,405544
"Early, GA",2,Population (persons) 1/,Number of persons,2019,10884
"Early, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,37261
"Echols, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,109777
"Echols, GA",2,Population (persons) 1/,Number of persons,2019,3689
"Echols, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,29758
"Effingham, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,2683466
"Effingham, GA",2,Population (persons) 1/,Number of persons,2019,63805
"Effingham, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,42057
"Elbert, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,684906
"Elbert, GA",2,Population (persons) 1/,Number of persons,2019,19468
"Elbert, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,35181
"Emanuel, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,757782
"Emanuel, GA",2,Population (persons) 1/,Number of persons,2019,22804
"Emanuel, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,33230
"Evans, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,362970
"Evans, GA",2,Population (persons) 1/,Number of persons,2019,10770
"Evans, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,33702
"Fannin, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1007409
"Fannin, GA",2,Population (persons) 1/,Number of persons,2019,25070
"Fannin, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,40184
"Fayette, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,7658318
"Fayette, GA",2,Population (persons) 1/,Number of persons,2019,117884
"Fayette, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,64965
"Floyd, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,3807930
"Floyd, GA",2,Population (persons) 1/,Number of persons,2019,98324
"Floyd, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,38728
"Forsyth, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,16219976
"Forsyth, GA",2,Population (persons) 1/,Number of persons,2019,246351
"Forsyth, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,65841
"Franklin, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,822604
"Franklin, GA",2,Population (persons) 1/,Number of persons,2019,23257
"Franklin, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,35370
"Fulton, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,98685270
"Fulton, GA",2,Population (persons) 1/,Number of persons,2019,1057638
"Fulton, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,93307
"Gilmer, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1145729
"Gilmer, GA",2,Population (persons) 1/,Number of persons,2019,31088
"Gilmer, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,36854
"Glascock, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,101588
"Glascock, GA",2,Population (persons) 1/,Number of persons,2019,2868
"Glascock, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,35421
"Glynn, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,4039137
"Glynn, GA",2,Population (persons) 1/,Number of persons,2019,84346
"Glynn, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,47888
"Gordon, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,2079198
"Gordon, GA",2,Population (persons) 1/,Number of persons,2019,57084
"Gordon, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,36423
"Grady, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,834100
"Grady, GA",2,Population (persons) 1/,Number of persons,2019,26152
"Grady, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,31894
"Greene, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1125716
"Greene, GA",2,Population (persons) 1/,Number of persons,2019,18523
"Greene, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,60774
"Gwinnett, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,40686734
"Gwinnett, GA",2,Population (persons) 1/,Number of persons,2019,951088
"Gwinnett, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,42779
"Habersham, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1590685
"Habersham, GA",2,Population (persons) 1/,Number of persons,2019,45598
"Habersham, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,34885
"Hall, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,9341548
"Hall, GA",2,Population (persons) 1/,Number of persons,2019,201647
"Hall, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,46326
"Hancock, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,266354
"Hancock, GA",2,Population (persons) 1/,Number of persons,2019,8681
"Hancock, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,30682
"Haralson, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1125215
"Haralson, GA",2,Population (persons) 1/,Number of persons,2019,29534
"Haralson, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,38099
"Harris, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1706357
"Harris, GA",2,Population (persons) 1/,Number of persons,2019,34175
"Harris, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,49930
"Hart, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,1007194
"Hart, GA",2,Population (persons) 1/,Number of persons,2019,25772
"Hart, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,39081
"Heard, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,388182
"Heard, GA",2,Population (persons) 1/,Number of persons,2019,11372
"Heard, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,34135
"Henry, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,9426015
"Henry, GA",2,Population (persons) 1/,Number of persons,2019,237063
"Henry, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,39762
"Houston, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,6908934
"Houston, GA",2,Population (persons) 1/,Number of persons,2019,161102
"Houston, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,42885
"Irwin, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,332500
"Irwin, GA",2,Population (persons) 1/,Number of persons,2019,9675
"Irwin, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,34367
"Jackson, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,3233014
"Jackson, GA",2,Population (persons) 1/,Number of persons,2019,73465
"Jackson, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,44008
"Jasper, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,566133
"Jasper, GA",2,Population (persons) 1/,Number of persons,2019,14345
"Jasper, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,39466
"Jeff Davis, GA",1,Personal income (thousands of dollars),Thousands of dollars,2019,469971
"Jeff Davis, GA",2,Population (persons) 1/,Number of persons,2019,14711
"Jeff Davis, GA",3,Per capita personal income (dollars) 2/,Dollars,2019,31947
